cod_municipio,municipio,latitud,longitud,altitud,poblacion,centros_salud_10mil,farmacias_10mil,g_supermercados_count,g_supermercados_reviews,g_supermercados_rating_wavg,g_conveniencia_count,g_conveniencia_reviews,g_conveniencia_rating_wavg,g_farmacias_count,g_farmacias_reviews,g_farmacias_rating_wavg,g_bancos_count,g_bancos_reviews,g_bancos_rating_wavg,g_cajeros_count,g_cajeros_reviews,g_cajeros_rating_wavg,g_gasolineras_count,g_gasolineras_reviews,g_gasolineras_rating_wavg,g_hospitales_clinicas_count,g_hospitales_clinicas_reviews,g_hospitales_clinicas_rating_wavg,g_medicos_familia_count,g_medicos_familia_reviews,g_medicos_familia_rating_wavg,g_escuelas_infantiles_count,g_escuelas_infantiles_reviews,g_escuelas_infantiles_rating_wavg,g_colegios_institutos_count,g_colegios_institutos_reviews,g_colegios_institutos_rating_wavg,g_universidad_fp_count,g_universidad_fp_reviews,g_universidad_fp_rating_wavg,g_paradas_bus_count,g_paradas_bus_reviews,g_paradas_bus_rating_wavg,g_estaciones_principales_count,g_estaciones_principales_reviews,g_estaciones_principales_rating_wavg,g_aparcamientos_count,g_aparcamientos_reviews,g_aparcamientos_rating_wavg,g_restaurantes_count,g_restaurantes_reviews,g_restaurantes_rating_wavg,g_cafeterias_count,g_cafeterias_reviews,g_cafeterias_rating_wavg,g_bares_count,g_bares_reviews,g_bares_rating_wavg,g_cines_count,g_cines_reviews,g_cines_rating_wavg,g_gimnasios_count,g_gimnasios_reviews,g_gimnasios_rating_wavg,g_parques_count,g_parques_reviews,g_parques_rating_wavg,g_centros_comerciales_count,g_centros_comerciales_reviews,g_centros_comerciales_rating_wavg,g_comisarias_count,g_comisarias_reviews,g_comisarias_rating_wavg,g_bomberos_count,g_bomberos_reviews,g_bomberos_rating_wavg,g_ayuntamientos_count,g_ayuntamientos_reviews,g_ayuntamientos_rating_wavg,g_juzgados_count,g_juzgados_reviews,g_juzgados_rating_wavg,aq_aqi,aq_co_value,aq_no2_value,aq_o3_value,aq_pm10_value,aq_pm25_value,aq_so2_value,paro_total,distancia_capital,afiliados_agricultura_y_ganadería,afiliados_construcción,afiliados_minería_industria_y_energía,afiliados_otros_servicios,afiliados_servicios_a_empresas_y_financieros,afiliados_servicios_de_distribución_y_hostelería,afiliados_total,alumnos_total,cultura,g_bomberos_rating_min,g_bomberos_rating_max,g_cines_rating_min,g_cines_rating_max,g_centros_comerciales_rating_min,g_centros_comerciales_rating_max,g_comisarias_rating_min,g_comisarias_rating_max,g_gimnasios_rating_min,g_gimnasios_rating_max,g_medicos_familia_rating_min,g_medicos_familia_rating_max,g_conveniencia_rating_min,g_conveniencia_rating_max,g_cajeros_rating_min,g_cajeros_rating_max,g_bancos_rating_min,g_bancos_rating_max,g_colegios_institutos_rating_min,g_colegios_institutos_rating_max,g_cafeterias_rating_min,g_cafeterias_rating_max,g_gasolineras_rating_min,g_gasolineras_rating_max,g_aparcamientos_rating_min,g_aparcamientos_rating_max,g_estaciones_principales_rating_min,g_estaciones_principales_rating_max,g_farmacias_rating_min,g_farmacias_rating_max,g_ayuntamientos_rating_min,g_ayuntamientos_rating_max,g_supermercados_rating_min,g_supermercados_rating_max
395,Cervera de Buitrago,40.92196,-3.53016,916.3304,161.0,0,0,2,423,4.24,0,0,0.0,2,22,4.782,0,0,0.0,0,0,0.0,2,1060,3.844,22,4059,4.269,1,0,4.053031496062992,20,4059,4.269,1,0,4.732145038167937,20,4059,4.269,25,4062,4.269,20,13,4.785,5,18,4.183,20,13170,4.299,1,1355,3.9,15,4644,4.229,0,0,0.0,2,0,4.475327731092436,20,1791,4.218,0,0,0.0,1,8,4.3,0,0,0.0,6,149,4.032,20,4059,4.269,72,351.23,1.22,35.08,11.91,11.62,0.78,12,82.105,1,6,3,14,4,8,36,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,0.0,0.0,0.0,0.0,0.0,0.0,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
513,Chapinería,40.37918,-4.20943,679.6159,2634.0,0,4,9,1893,4.189,2,37,4.724,6,81,4.09,7,67,3.354,6,11,2.945,7,976,4.366,21,1043,4.517,5,37,2.541,20,1017,4.586,14,1299,4.758,20,1017,4.586,24,1030,4.577,20,31,4.306,10,83,3.769,20,7223,4.378,10,2052,4.322,20,4780,4.284,2,15,5.0,8,172,4.697,20,688,4.794,0,0,0.0,4,25,4.232,1,12,4.8,4,412,3.925,20,1017,4.586,56,208.87,17.06,22.61,30.49,28.3,2.02,128,57.258,18,72,72,313,208,235,918,1012,0.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
528,Chinchón,40.14019,-3.415684,777.1609,5820.0,0,3,10,1500,4.173,6,719,3.899,7,107,4.209,8,58,2.81,8,41,3.178,2,430,4.182,25,11826,4.341,4,17,3.812,20,11813,4.342,14,19,4.605,20,11813,4.342,21,11813,4.342,20,15,4.273,20,378,4.015,20,24282,4.271,10,3634,4.308,20,10223,4.21,0,0,0.0,10,83,4.42,20,557,4.067,1,42,3.9,4,9,2.689,1,0,4.536947368421052,3,200,3.572,20,11813,4.342,66,249.93,28.23,14.54,30.18,20.83,1.9,354,45.592,118,161,246,541,393,751,2210,2248,3.0,4.536947368421052,4.536947368421052,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
409,Ciempozuelos,40.15934,-3.6184,580.2641,26046.0,0,3,20,15407,4.067,20,2264,3.954,20,982,3.961,20,842,3.079,20,729,3.297,20,5818,4.061,35,10381,3.797,20,1615,3.654,20,9517,3.813,26,303,4.259,23,9532,3.813,21,9518,3.813,22,313,3.133,20,267,3.937,20,13306,4.034,20,4413,4.267,20,14504,4.13,3,9399,3.806,20,2709,4.493,20,4939,4.103,5,7770,3.742,11,296,4.08,1,0,4.536947368421052,5,1303,3.323,20,9517,3.813,77,428.23,25.98,8.3,19.4,14.18,1.48,1287,35.54,55,767,829,2981,2366,3344,10342,11220,1.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
416,Cobeña,40.56733,-3.504839,677.4468,7742.0,0,3,20,8476,4.068,8,1071,4.007,12,542,4.355,17,395,2.607,20,319,2.707,20,2886,4.123,24,7572,4.016,18,401,3.846,20,7189,4.013,22,204,4.933,20,7189,4.013,26,7198,4.013,20,18,3.889,14,62,4.334,20,22457,4.116,20,3085,4.291,20,4740,4.166,1,2,5.0,20,1397,4.653,20,2154,4.167,3,921,4.098,8,17,3.829,0,0,0.0,6,1010,3.515,20,7189,4.013,71,426.25,17.83,30.17,32.15,13.46,2.54,231,34.59,25,189,244,825,1034,995,3312,3274,1.0,0.0,0.0,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
468,Collado Mediano,40.69389,-4.023123,1029.724,7564.0,0,3,20,17715,4.08,17,3486,3.901,20,1252,3.916,20,350,2.939,20,294,2.682,20,3381,4.079,36,19701,4.149,20,3573,4.037,20,16693,4.225,25,125,4.81,22,16695,4.225,26,16725,4.224,24,352,3.989,20,115,4.13,20,28496,4.477,20,8051,4.307,20,29679,4.454,1,3543,4.0,20,2909,4.355,20,2771,4.4,8,17095,3.916,12,77,3.444,2,48,4.658,9,2611,3.581,20,16693,4.225,56,426.09,26.97,21.92,28.97,28.97,1.18,384,47.487,4,244,119,1049,986,778,3180,1082,1.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
437,Colmenar de Oreja,40.10758,-3.387693,756.9265,8982.0,1,3,9,1468,4.163,6,719,3.899,7,107,4.209,8,58,2.81,8,41,3.178,2,430,4.182,25,13412,4.371,4,17,3.812,20,13399,4.372,14,19,4.605,20,13399,4.372,21,13399,4.372,20,9,4.444,20,297,4.084,20,24282,4.271,10,3634,4.308,20,11576,4.236,0,0,0.0,10,83,4.42,20,383,4.342,1,42,3.9,4,9,2.689,1,0,4.536947368421052,3,200,3.572,20,13399,4.372,67,222.16,29.1,16.04,29.49,20.65,1.82,514,57.211,80,520,402,790,604,1022,3418,1886,2.0,4.536947368421052,4.536947368421052,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
421,Colmenar del Arroyo,40.41858,-4.198538,679.1825,2013.0,0,5,7,602,3.951,2,37,4.724,5,58,4.205,5,48,3.883,4,4,3.025,4,965,4.374,20,1157,4.32,2,7,4.857,20,1157,4.32,12,1299,4.758,20,1157,4.32,23,1163,4.316,20,13,4.385,3,63,4.384,20,5798,4.448,9,1943,4.301,18,3332,4.364,2,15,5.0,6,141,4.74,20,50,4.694,0,0,0.0,2,24,4.2,0,0,0.0,3,280,3.984,20,1157,4.32,59,266.38,22.18,20.45,25.95,25.95,1.75,112,61.175,16,59,47,236,163,148,669,284,1.0,0.0,0.0,4.356607843137255,4.356607843137255,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
442,Colmenarejo,40.56101,-4.016842,875.1868,9741.0,0,2,20,9637,4.109,9,642,3.892,20,673,4.165,9,418,3.649,12,355,3.97,12,1674,4.147,25,2225,4.204,20,626,4.504,20,2176,4.198,23,323,4.766,25,2278,4.208,26,2184,4.196,24,246,3.595,20,350,3.767,20,11487,4.266,20,4018,4.385,20,9172,4.298,0,0,0.0,20,2418,4.557,20,1311,3.969,5,165,3.547,3,36,4.433,1,2,5.0,2,457,2.972,20,2176,4.198,54,429.41,33.0,15.93,30.93,30.93,1.2,441,37.111,13,296,173,1398,1265,1084,4229,4376,0.0,4.536947368421052,4.536947368421052,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
480,Corpa,40.42489,-3.262723,819.1653,795.0,0,13,9,483,3.993,2,185,4.0,7,121,4.575,2,86,4.098,2,68,4.6,7,751,4.212,20,1131,4.355,2,2,1.0,20,1131,4.355,9,26,4.692,20,1131,4.355,23,1134,4.351,20,8,4.75,9,8,4.65,20,5740,4.253,7,2411,4.185,20,3917,4.244,0,0,0.0,8,360,4.227,20,48,4.435,0,0,0.0,1,0,4.000368421052631,0,0,0.0,6,261,4.161,20,1131,4.355,70,361.48,27.61,16.7,31.24,18.53,2.58,45,46.516,8,10,59,80,60,81,298,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
506,Cubas de la Sagra,40.1917,-3.837347,648.7275,6984.0,0,3,20,14711,4.069,14,340,3.987,20,1137,4.51,20,338,2.62,20,233,2.912,20,2516,3.946,31,17912,4.127,20,2941,3.608,20,16456,4.226,31,132,4.553,20,16456,4.226,20,16456,4.226,20,3,3.0,20,50,2.88,20,21030,4.123,20,4302,4.279,20,5047,4.3,1,0,4.356607843137255,20,2782,4.11,20,486,3.972,10,2140,4.052,10,76,4.263,0,0,0.0,8,1231,3.698,20,16456,4.226,77,557.48,23.56,12.76,18.46,14.49,0.78,260,36.177,4,259,297,773,620,742,2695,3412,1.0,0.0,0.0,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
534,Daganzo de Arriba,40.54481,-3.457924,665.5711,10673.0,0,2,20,8040,4.073,9,929,4.108,17,811,4.405,20,466,2.517,20,307,2.482,15,2026,4.048,25,2883,3.889,17,399,3.85,20,2636,3.952,20,1472,4.902,20,2636,3.952,24,2641,3.951,20,6,4.667,11,17,4.188,20,16504,4.233,20,4202,4.261,20,6812,4.193,1,2,5.0,20,887,4.82,20,2218,4.187,3,1800,3.707,7,35,3.506,0,0,0.0,6,1111,3.468,20,2636,3.952,70,463.04,25.09,21.29,33.25,16.66,2.75,433,36.597,19,247,536,1152,1375,1597,4926,3688,0.0,0.0,0.0,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
549,Escorial (El),40.58508,-4.12952,915.7729,17262.0,0,3,16,7548,4.002,10,1278,4.006,14,554,4.369,9,179,2.353,13,131,2.591,9,1785,4.039,30,47773,4.535,18,1222,3.029,20,46977,4.558,23,176,4.373,23,46978,4.558,23,47066,4.555,21,289,4.135,20,1089,3.707,20,28157,4.196,20,12737,4.122,20,15821,4.18,1,3,4.0,20,1101,4.665,20,12278,3.985,4,1659,4.07,2,23,4.0,1,9,4.4,5,336,3.649,20,46977,4.558,54,396.94,29.92,18.0,30.44,30.44,1.22,720,51.323,40,376,272,2550,2021,1829,7088,5942,1.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
552,Estremera,40.18403,-3.106115,643.0197,1451.0,0,7,2,174,3.332,1,2,5.0,3,18,4.689,1,0,2.8033969465648854,3,0,2.950320610687023,1,119,3.8,21,1083,4.166,1,0,4.053031496062992,20,1083,4.166,6,0,4.732145038167937,20,1083,4.166,23,1083,4.166,17,14,4.286,4,11,4.564,8,1284,4.122,1,53,4.6,12,777,4.347,0,0,0.0,3,1,3.0,20,25,4.436,0,0,0.0,1,0,4.000368421052631,0,0,0.0,2,96,4.471,20,1083,4.166,69,89.16,24.56,22.28,25.72,19.45,1.91,85,72.696,23,46,34,230,61,96,490,312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
565,Fresnedillas de la Oliva,40.48651,-4.172033,895.7322,1833.0,0,5,7,1182,3.802,1,2,5.0,5,153,4.501,5,53,2.658,9,26,3.404,2,2,3.0,21,1770,4.389,4,27,4.519,20,1744,4.387,15,32,4.856,21,1748,4.388,22,1747,4.386,21,21,3.633,10,130,4.247,20,6380,4.51,4,1428,4.477,20,4129,4.251,2,949,4.792,10,197,4.674,20,678,4.452,0,0,0.0,3,5,3.0,1,0,4.536947368421052,3,326,4.051,20,1744,4.387,56,339.3,25.52,19.17,28.72,28.02,1.47,121,69.753,10,69,33,255,152,154,673,376,0.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
571,Fresno de Torote,40.59229,-3.41205,657.2809,2547.0,0,4,7,457,4.049,2,205,3.81,8,272,4.388,7,131,2.348,9,77,2.771,3,492,4.136,21,422,4.009,6,187,3.411,20,391,3.962,21,129,4.812,20,391,3.962,25,399,3.965,20,9,4.456,6,35,4.08,20,9331,4.198,12,1956,4.346,20,2985,4.211,1,2,5.0,13,360,4.721,20,1454,4.075,2,140,4.211,1,0,4.000368421052631,0,0,0.0,4,415,3.657,20,391,3.962,70,442.7,20.09,25.72,33.82,16.19,2.51,127,46.99,5,75,114,205,250,269,918,508,1.0,0.0,0.0,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
590,Fuente el Saz de Jarama,40.63877,-3.51129,642.1251,7384.0,0,4,20,8979,4.091,7,1085,4.09,14,776,4.115,12,281,2.552,13,210,2.677,18,2223,3.943,29,5653,4.195,18,324,4.132,20,5132,4.246,20,128,4.971,21,5132,4.246,28,5144,4.246,20,16,3.619,18,147,3.045,20,10934,4.253,14,2324,3.971,20,5239,4.359,0,0,0.0,20,829,4.806,20,1057,4.27,5,1868,4.137,4,27,3.959,0,0,0.0,4,805,3.483,20,5132,4.246,70,415.55,13.78,35.09,33.72,15.15,2.26,331,36.187,33,227,321,735,896,968,3180,1466,2.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
604,Fuentidueña de Tajo,40.11819,-3.159549,565.6978,2319.0,0,4,3,178,4.024,0,0,0.0,1,32,4.3,2,10,2.72,2,3,2.3,2,881,3.734,20,1200,4.122,1,1,5.0,20,1200,4.122,3,45,4.4,20,1200,4.122,21,1200,4.122,10,8,4.5,9,4,4.0,7,9095,3.988,2,2398,3.452,7,3950,4.276,0,0,0.0,2,67,4.028,19,57,4.663,0,0,0.0,1,4,5.0,0,0,0.0,2,42,4.295,20,1200,4.122,69,95.24,28.54,19.77,26.2,19.37,1.89,151,63.685,36,69,95,176,130,219,725,410,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,0.0,0.0,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
611,Galapagar,40.57736,-4.00357,884.4304,36112.0,0,3,20,13499,4.049,20,2627,3.898,20,1077,4.009,20,1288,3.152,20,1124,3.283,20,3973,4.05,40,10678,3.889,20,3143,3.416,20,8561,4.028,29,259,4.812,29,9343,4.009,30,8572,4.028,26,547,3.6,20,651,3.862,20,14265,4.335,20,6789,4.317,20,11470,4.255,3,5013,4.088,20,2801,4.408,20,1431,4.255,17,20525,3.901,7,131,4.118,1,2,5.0,7,655,3.228,20,8561,4.028,54,428.81,33.37,16.27,30.1,30.1,1.19,1540,35.516,53,1156,627,5733,5054,4241,16864,11944,1.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
626,Garganta de los Montes,40.92143,-3.689205,1125.801,415.0,0,24,6,845,4.176,0,0,0.0,5,82,4.216,1,14,2.4,1,14,2.4,1,199,3.6,21,4570,4.354,1,1,4.0,20,4570,4.354,6,0,4.732145038167937,20,4570,4.354,27,4579,4.355,20,3,3.7,7,39,4.618,20,13924,4.36,6,1570,4.299,15,2600,4.306,0,0,0.0,2,12,4.5,20,1917,4.315,1,19,4.1,1,8,4.3,1,11,4.7,2,109,4.369,20,4570,4.354,74,373.2,3.14,33.23,12.62,10.24,1.09,17,79.318,10,16,12,44,33,33,148,0,0.0,4.536947368421052,4.536947368421052,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,0.0,0.0,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
632,Gargantilla del Lozoya y Pinilla de Buitrago,40.96463,-3.718601,1136.591,401.0,0,25,5,299,4.207,0,0,0.0,5,48,4.56,1,0,2.8033969465648854,1,0,2.950320610687023,1,116,4.1,21,4927,4.344,1,0,4.053031496062992,20,4927,4.344,8,177,4.778,20,4927,4.344,27,4929,4.344,20,1,5.0,7,363,3.887,20,11293,4.366,6,2516,4.562,20,5341,4.274,0,0,0.0,0,0,0.0,20,1980,4.295,0,0,0.0,0,0,0.0,0,0,0.0,5,189,4.033,20,4927,4.344,71,372.43,8.17,34.02,21.98,17.78,1.13,25,81.426,5,10,7,46,14,35,117,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053031496062992,4.053031496062992,0.0,0.0,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
