cod_municipio,municipio,latitud,longitud,altitud,poblacion,centros_salud_10mil,farmacias_10mil,g_supermercados_count,g_supermercados_reviews,g_supermercados_rating_wavg,g_conveniencia_count,g_conveniencia_reviews,g_conveniencia_rating_wavg,g_farmacias_count,g_farmacias_reviews,g_farmacias_rating_wavg,g_bancos_count,g_bancos_reviews,g_bancos_rating_wavg,g_cajeros_count,g_cajeros_reviews,g_cajeros_rating_wavg,g_gasolineras_count,g_gasolineras_reviews,g_gasolineras_rating_wavg,g_hospitales_clinicas_count,g_hospitales_clinicas_reviews,g_hospitales_clinicas_rating_wavg,g_medicos_familia_count,g_medicos_familia_reviews,g_medicos_familia_rating_wavg,g_escuelas_infantiles_count,g_escuelas_infantiles_reviews,g_escuelas_infantiles_rating_wavg,g_colegios_institutos_count,g_colegios_institutos_reviews,g_colegios_institutos_rating_wavg,g_universidad_fp_count,g_universidad_fp_reviews,g_universidad_fp_rating_wavg,g_paradas_bus_count,g_paradas_bus_reviews,g_paradas_bus_rating_wavg,g_estaciones_principales_count,g_estaciones_principales_reviews,g_estaciones_principales_rating_wavg,g_aparcamientos_count,g_aparcamientos_reviews,g_aparcamientos_rating_wavg,g_restaurantes_count,g_restaurantes_reviews,g_restaurantes_rating_wavg,g_cafeterias_count,g_cafeterias_reviews,g_cafeterias_rating_wavg,g_bares_count,g_bares_reviews,g_bares_rating_wavg,g_cines_count,g_cines_reviews,g_cines_rating_wavg,g_gimnasios_count,g_gimnasios_reviews,g_gimnasios_rating_wavg,g_parques_count,g_parques_reviews,g_parques_rating_wavg,g_centros_comerciales_count,g_centros_comerciales_reviews,g_centros_comerciales_rating_wavg,g_comisarias_count,g_comisarias_reviews,g_comisarias_rating_wavg,g_bomberos_count,g_bomberos_reviews,g_bomberos_rating_wavg,g_ayuntamientos_count,g_ayuntamientos_reviews,g_ayuntamientos_rating_wavg,g_juzgados_count,g_juzgados_reviews,g_juzgados_rating_wavg,aq_aqi,aq_co_value,aq_no2_value,aq_o3_value,aq_pm10_value,aq_pm25_value,aq_so2_value,paro_total,distancia_capital,afiliados_agricultura_y_ganadería,afiliados_construcción,afiliados_minería_industria_y_energía,afiliados_otros_servicios,afiliados_servicios_a_empresas_y_financieros,afiliados_servicios_de_distribución_y_hostelería,afiliados_total,alumnos_total,cultura,g_bomberos_rating_min,g_bomberos_rating_max,g_cines_rating_min,g_cines_rating_max,g_centros_comerciales_rating_min,g_centros_comerciales_rating_max,g_comisarias_rating_min,g_comisarias_rating_max,g_gimnasios_rating_min,g_gimnasios_rating_max,g_medicos_familia_rating_min,g_medicos_familia_rating_max,g_conveniencia_rating_min,g_conveniencia_rating_max,g_cajeros_rating_min,g_cajeros_rating_max,g_bancos_rating_min,g_bancos_rating_max,g_colegios_institutos_rating_min,g_colegios_institutos_rating_max,g_cafeterias_rating_min,g_cafeterias_rating_max,g_gasolineras_rating_min,g_gasolineras_rating_max,g_aparcamientos_rating_min,g_aparcamientos_rating_max,g_estaciones_principales_rating_min,g_estaciones_principales_rating_max,g_farmacias_rating_min,g_farmacias_rating_max,g_ayuntamientos_rating_min,g_ayuntamientos_rating_max,g_supermercados_rating_min,g_supermercados_rating_max
915,Morata de Tajuña,40.22751,-3.436966,559.4251,8294.0,0,2,4,729,4.1,4,306,4.123,2,52,4.727,4,56,2.764,5,42,2.638,6,1352,3.983,21,397,4.104,4,32,4.709,20,397,4.104,5,0,4.732145038167937,20,397,4.104,21,397,4.104,20,7,3.429,4,5,3.6,20,16158,4.058,6,2448,4.081,13,10553,3.992,1,9,5.0,3,41,4.224,20,551,4.458,0,0,0.0,2,5,4.2,1,5,3.4,1,165,4.0,20,397,4.104,57,273.48,22.89,12.99,28.56,27.78,2.18,459,34.745,70,308,513,858,613,991,3353,2360,0.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
936,Navacerrada,40.72893,-4.0151,1193.742,3307.0,0,3,20,7457,4.002,6,1429,3.868,15,513,3.862,15,198,3.502,14,104,4.09,7,974,3.977,25,16951,4.364,20,643,4.283,20,16369,4.402,21,59,4.842,22,16402,4.402,23,16401,4.4,23,310,4.117,20,166,4.105,20,23455,4.461,20,8443,4.337,20,20630,4.421,0,0,0.0,20,483,4.829,20,17834,4.405,2,3,3.7,9,14,3.793,2,30,4.72,5,1231,3.694,20,16369,4.402,80,419.19,12.87,20.67,12.39,12.39,1.5,127,52.561,3,92,49,389,312,419,1264,684,0.0,4.536947368421052,4.536947368421052,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
941,Navalafuente,40.82451,-3.673573,906.057,1703.0,0,6,14,2386,3.89,5,271,4.176,10,273,4.237,7,105,3.61,6,68,3.991,6,1654,3.888,20,1264,4.354,5,12,2.583,20,1264,4.354,20,503,4.906,20,1264,4.354,26,1270,4.355,20,9,4.356,20,99,4.158,20,11668,4.254,18,4166,4.349,20,7438,4.144,0,0,0.0,9,364,4.219,20,1330,4.141,0,0,0.0,2,0,4.000368421052631,2,0,4.536947368421052,8,883,3.863,20,1264,4.354,69,433.15,14.7,7.42,34.45,17.31,1.1,116,59.831,23,53,45,216,167,164,668,42,0.0,4.536947368421052,4.536947368421052,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
954,Navalagamella,40.46916,-4.12338,759.7007,3119.0,0,3,8,2514,3.931,3,80,4.112,6,299,4.086,5,112,2.678,8,72,3.113,1,402,3.8,22,1408,4.024,3,6,5.0,20,1211,4.027,17,45,4.789,21,1215,4.031,23,1214,4.026,20,11,4.636,9,125,4.279,20,5024,4.294,7,2212,4.42,20,3735,4.197,0,0,0.0,13,441,4.79,20,943,4.308,1,0,4.077411764705882,3,5,5.0,0,0,0.0,3,414,3.562,20,1211,4.027,70,303.61,24.36,15.79,25.76,18.84,1.68,181,56.822,15,89,50,382,273,317,1126,426,0.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
967,Navalcarnero,40.28781,-4.013766,672.8241,32684.0,0,3,20,10217,4.148,12,1662,4.106,20,930,4.279,15,284,2.265,17,206,2.303,20,3305,3.853,28,8479,4.294,20,2169,4.631,20,7704,4.292,22,98,4.641,20,7704,4.292,23,7707,4.292,20,82,4.33,19,153,3.847,20,12845,4.08,20,6508,4.188,20,8451,4.132,0,0,0.0,20,2920,4.513,20,1031,4.149,7,467,4.146,3,16,2.788,0,0,0.0,3,477,3.83,20,7704,4.292,85,361.67,19.67,17.27,10.92,3.89,1.21,1537,36.609,58,1117,944,4114,3024,3797,13054,16128,3.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
973,Navarredonda y San Mamés,40.99078,-3.726047,1219.314,154.0,0,0,2,144,4.3,0,0,0.0,2,22,4.664,0,0,0.0,0,0,0.0,1,116,4.1,21,4646,4.361,1,0,4.053031496062992,20,4646,4.361,4,46,5.0,20,4646,4.361,24,4646,4.361,20,2,3.0,3,137,3.575,16,6065,4.315,2,199,4.133,13,1362,4.307,0,0,0.0,0,0,0.0,20,2427,4.371,0,0,0.0,0,0,0.0,0,0,0.0,3,57,3.667,20,4646,4.361,81,435.71,3.99,23.78,13.45,8.58,0.83,8,85.319,3,4,1,13,9,7,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053031496062992,4.053031496062992,0.0,0.0,0.0,0.0,0.0,0.0,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
992,Navas del Rey,40.38501,-4.250652,717.2259,3344.0,3,6,7,602,3.951,2,37,4.724,5,58,4.205,5,48,3.883,4,4,3.025,6,1296,4.234,20,1168,4.504,2,7,4.857,20,1168,4.504,13,1293,4.757,20,1168,4.504,23,1174,4.499,20,36,4.214,11,1007,4.151,20,9902,4.337,11,3145,4.225,19,3707,4.298,3,331,4.618,5,130,4.711,20,2163,4.662,0,0,0.0,2,24,4.2,0,0,0.0,3,280,3.984,20,1168,4.504,79,152.74,6.6,26.34,8.72,5.75,2.45,203,60.506,24,155,104,318,211,310,1122,916,1.0,0.0,0.0,4.356607843137255,4.356607843137255,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1006,Nuevo Baztán,40.36552,-3.243183,834.9736,7393.0,0,3,4,1482,3.731,0,0,0.0,7,164,4.656,1,42,2.4,2,2,2.5,1,97,3.8,20,762,3.657,4,260,5.0,20,762,3.657,13,19,4.579,20,762,3.657,22,762,3.657,20,8,3.375,19,7,4.714,20,5896,3.958,5,1654,4.19,20,2981,4.231,0,0,0.0,4,10,4.6,20,251,4.296,4,673,3.595,0,0,0.0,0,0,0.0,4,133,4.153,20,762,3.657,64,196.74,24.21,19.18,24.99,22.48,2.05,397,48.3,9,234,249,665,583,851,2591,2932,2.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,0.0,0.0,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,0.0,0.0,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1013,Olmeda de las Fuentes,40.36943,-3.221704,785.2642,409.0,0,25,6,1558,3.78,0,0,0.0,7,135,4.627,1,42,2.4,2,2,2.5,1,97,3.8,21,755,3.634,4,260,5.0,20,752,3.631,12,29,4.724,20,752,3.631,22,752,3.631,20,9,3.556,19,7,4.714,20,6273,4.005,5,1547,4.197,20,2909,4.24,0,0,0.0,3,0,4.475327731092436,20,297,4.273,4,673,3.595,1,0,4.000368421052631,0,0,0.0,3,143,4.275,20,752,3.631,78,192.2,15.34,19.62,13.92,13.92,2.03,27,53.406,8,12,10,55,27,37,149,18,0.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,0.0,0.0,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1028,Orusco de Tajuña,40.28515,-3.208557,662.3139,1504.0,0,7,4,272,4.114,0,0,0.0,5,89,4.902,0,0,0.0,1,0,2.950320610687023,1,197,3.8,20,580,4.129,1,6,5.0,20,580,4.129,9,2,5.0,20,580,4.129,20,580,4.129,20,14,4.636,7,2,3.0,11,3338,4.492,1,430,4.5,17,908,4.386,0,0,0.0,1,0,4.475327731092436,20,400,4.438,0,0,0.0,1,2,5.0,0,0,0.0,2,81,4.0,20,580,4.129,53,87.4,18.5,26.98,31.98,31.98,1.91,100,57.456,4,46,74,165,107,128,524,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,0.0,0.0,2.950320610687023,2.950320610687023,0.0,0.0,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1049,Paracuellos de Jarama,40.50481,-3.53227,692.0413,27241.0,0,2,20,23036,4.036,20,2891,3.835,20,1372,4.335,20,1046,3.1,20,972,3.213,20,5026,3.964,40,93884,4.132,20,1598,4.416,20,90203,4.142,27,803,4.578,20,90203,4.142,26,90213,4.142,24,1888,3.982,20,926,3.846,20,20666,4.053,20,8264,3.82,20,19620,3.909,1,3306,4.0,20,3912,4.315,20,1460,4.32,10,43517,4.087,14,689,4.63,3,8,3.375,6,1767,3.816,20,90203,4.142,68,419.95,34.39,5.65,34.75,19.81,2.54,817,24.676,12,584,866,2538,3764,3630,11394,14792,1.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1071,Patones,40.85573,-3.48511,713.0287,604.0,0,17,6,472,4.038,4,207,3.975,4,100,4.09,5,56,2.959,6,38,3.271,2,398,4.029,21,2615,4.327,4,198,4.665,20,2610,4.327,13,19,4.911,21,2610,4.327,20,2610,4.327,20,38,4.495,9,466,3.991,20,13481,4.192,5,3511,4.091,17,4679,4.228,0,0,0.0,3,277,4.357,20,31,4.806,0,0,0.0,2,4,2.5,0,0,0.0,4,309,3.733,20,2610,4.327,73,431.2,8.84,29.4,24.31,16.55,0.46,20,65.895,2,13,40,51,15,32,153,318,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1087,Pedrezuela,40.74369,-3.603798,869.5692,6475.0,0,2,10,3076,3.88,5,396,3.769,5,197,4.223,7,134,2.659,7,80,3.269,5,2779,3.879,23,866,4.113,5,113,3.177,20,849,4.131,16,180,4.81,20,849,4.131,27,855,4.135,20,16,4.394,18,72,3.762,20,12305,4.286,12,3354,4.104,20,4553,4.267,0,0,0.0,12,551,4.814,20,483,4.127,0,0,0.0,2,6,4.2,0,0,0.0,4,684,3.732,20,849,4.131,84,430.7,7.48,11.32,18.28,8.7,1.43,293,45.794,8,198,215,681,730,702,2534,1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1090,Pelayos de la Presa,40.35954,-4.334138,561.4791,3106.0,0,3,11,5761,4.023,8,524,4.003,6,225,3.985,7,100,2.408,10,67,2.46,4,668,3.858,21,2308,4.31,10,351,4.244,20,2291,4.321,12,140,4.504,20,2291,4.321,21,2293,4.32,20,30,4.013,20,995,4.106,20,13446,4.181,10,3193,4.242,20,3395,4.267,2,659,4.392,9,179,4.872,20,7788,4.12,2,0,4.077411764705882,3,5,2.8,1,6,4.3,0,0,0.0,20,2291,4.321,77,106.92,2.72,29.02,9.3,5.12,2.7,247,71.93,7,117,47,313,219,270,973,504,1.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,0.0,0.0,4.011285714285714,4.011285714285714
1104,Perales de Tajuña,40.23453,-3.352198,577.9905,3195.0,3,3,3,395,4.175,5,17,3.824,2,68,4.7,5,57,2.93,5,26,3.55,7,4309,3.969,21,1560,4.082,1,1,5.0,20,1559,4.083,3,0,4.732145038167937,20,1559,4.083,22,1560,4.084,20,17,4.065,9,11,4.273,16,13709,3.942,4,2658,3.758,13,12327,3.927,0,0,0.0,1,0,4.475327731092436,20,430,4.37,0,0,0.0,1,1,5.0,0,0,0.0,2,134,4.043,20,1559,4.083,52,172.84,22.88,18.78,32.35,32.35,2.05,233,40.166,7,127,147,312,236,375,1204,500,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1111,Pezuela de las Torres,40.41869,-3.177605,855.1563,990.0,0,10,3,1698,3.938,0,0,0.0,6,125,4.286,1,14,2.7,3,15,2.787,5,395,4.013,21,2108,4.468,4,291,4.975,20,2105,4.468,7,11,5.0,20,2105,4.468,20,2105,4.468,10,21,4.571,6,3,3.0,11,2763,4.246,3,635,4.643,8,1347,4.338,0,0,0.0,4,27,4.933,20,52,3.956,1,1,5.0,1,0,4.000368421052631,0,0,0.0,4,183,4.238,20,2105,4.468,69,276.85,30.93,12.78,26.95,19.36,2.02,40,51.574,11,21,36,71,58,91,288,46,1.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,0.0,0.0,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1126,Pinilla del Valle,40.9262,-3.819392,1097.138,199.0,0,50,3,195,3.917,2,2,4.5,3,41,4.19,3,17,3.588,3,16,3.5,2,239,3.843,20,5690,4.45,0,0,0.0,20,5690,4.45,7,131,4.7,20,5690,4.45,22,5695,4.45,19,27,4.43,10,536,3.853,20,16528,4.343,6,2567,4.484,20,13211,4.331,0,0,0.0,1,0,4.475327731092436,20,2012,4.574,1,50,4.0,1,9,4.1,0,0,0.0,4,153,3.75,20,5690,4.45,79,435.87,3.79,26.67,13.08,8.29,1.18,5,91.312,5,2,8,15,17,15,62,0,1.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,0.0,0.0,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1147,Piñuécar-Gandullas,41.03265,-3.599468,1063.421,185.0,0,0,5,866,3.956,2,403,3.767,5,57,3.035,2,59,2.163,2,39,2.4,5,1376,3.972,23,10864,4.425,2,9,5.0,20,10860,4.425,10,53,5.0,21,10860,4.425,35,10917,4.425,20,14,4.286,17,28,4.425,20,15681,4.136,7,1956,4.117,20,8815,4.287,0,0,0.0,2,0,4.475327731092436,20,535,4.231,0,0,0.0,1,10,4.6,1,0,4.536947368421052,11,302,4.169,20,10860,4.425,77,436.49,2.46,29.0,10.64,8.77,0.5,7,83.028,6,6,6,28,14,15,75,0,0.0,4.536947368421052,4.536947368421052,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1163,Pozuelo del Rey,40.36622,-3.321994,807.1237,1302.0,0,8,11,3753,3.975,3,20,4.945,10,269,4.495,7,118,2.785,8,57,3.196,5,730,4.256,21,1496,4.459,8,153,2.723,20,1494,4.458,14,34,4.659,20,1494,4.458,23,1495,4.458,20,7,3.586,17,24,4.138,20,5747,4.153,15,4656,4.315,20,3656,4.344,0,0,0.0,9,259,4.202,20,32,3.659,4,673,3.595,3,9,4.6,0,0,0.0,4,360,3.759,20,1494,4.458,66,320.52,28.51,12.15,30.06,21.21,2.26,72,41.51,11,43,70,106,97,163,490,32,1.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1179,Prádena del Rincón,41.04411,-3.540921,1114.976,139.0,0,0,1,11,3.3,0,0,0.0,2,4,5.0,0,0,0.0,0,0,0.0,2,883,3.9,22,4621,4.5,1,0,4.053031496062992,20,4620,4.499,2,7,5.0,21,4620,4.499,29,4633,4.5,20,18,4.633,5,11,4.818,15,6306,4.477,2,615,3.924,11,3350,4.402,0,0,0.0,1,0,4.475327731092436,20,1563,4.274,0,0,0.0,0,0,0.0,2,0,4.536947368421052,6,124,4.465,20,4620,4.499,75,436.42,9.63,30.38,22.83,15.84,0.44,6,85.383,7,5,5,27,3,8,55,0,1.0,4.536947368421052,4.536947368421052,0.0,0.0,0.0,0.0,0.0,0.0,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,0.0,0.0,0.0,0.0,0.0,0.0,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1185,Puebla de la Sierra,41.01208,-3.444847,1160.507,93.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,20,778,4.539,0,0,0.0,20,778,4.539,1,0,4.732145038167937,20,778,4.539,20,778,4.539,1,0,4.060059602649006,0,0,0.0,1,73,4.6,0,0,0.0,1,57,4.1,0,0,0.0,0,0,0.0,20,1794,4.638,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,20,778,4.539,75,435.43,1.72,31.84,9.12,8.95,0.38,3,103.62,4,2,3,4,1,5,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.732145038167937,4.732145038167937,0.0,0.0,0.0,0.0,0.0,0.0,4.060059602649006,4.060059602649006,0.0,0.0,0.0,0.0,0.0,0.0
9020,Puentes Viejas,40.99496,-3.550907,1065.958,774.0,0,13,1,57,4.5,0,0,0.0,1,16,5.0,0,0,0.0,0,0,0.0,0,0,0.0,20,7882,4.362,1,0,4.053031496062992,20,7882,4.362,1,7,5.0,20,7882,4.362,29,7886,4.362,20,3,4.667,3,20,4.37,12,3903,4.513,0,0,0.0,13,3366,4.493,0,0,0.0,0,0,0.0,20,453,4.192,0,0,0.0,0,0,0.0,1,0,4.536947368421052,6,77,4.399,20,7882,4.362,74,436.56,6.24,30.36,22.56,16.11,0.43,24,75.189,9,15,13,94,49,74,254,0,1.0,4.536947368421052,4.536947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053031496062992,4.053031496062992,0.0,0.0,0.0,0.0,0.0,0.0,4.732145038167937,4.732145038167937,0.0,0.0,0.0,0.0,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
