Año;Tipo territorio;Código territorio;Territorio;Rama de actividad;Valor;Estado dato
2017;Municipios;1795;Villar del Olmo;Minería, industria y energía;88;
2017;Municipios;1809;Villarejo de Salvanés;Minería, industria y energía;632;
2017;Municipios;1816;Villaviciosa de Odón;Minería, industria y energía;746;
2017;Municipios;1821;Villavieja del Lozoya;Minería, industria y energía;6;
2017;Municipios;1837;Zarzalejo;Minería, industria y energía;36;
2017;Zonas Estadísticas;03;Este Metropolitano;Minería, industria y energía;29966;
2017;Zonas Estadísticas;01;Municipio de Madrid;Minería, industria y energía;64740;
2017;Zonas Estadísticas;07;Nordeste Comunidad;Minería, industria y energía;2457;
2017;Zonas Estadísticas;02;Norte Metropolitano;Minería, industria y energía;9910;
2017;Zonas Estadísticas;05;Oeste Metropolitano;Minería, industria y energía;8759;
2017;Zonas Estadísticas;11;Sierra Central;Minería, industria y energía;2785;
2017;Zonas Estadísticas;06;Sierra Norte;Minería, industria y energía;1128;
2017;Zonas Estadísticas;10;Sierra Sur;Minería, industria y energía;588;
2017;Zonas Estadísticas;99;Sin Zona asignada;Minería, industria y energía;24051;
2017;Zonas Estadísticas;08;Sudeste Comunidad;Minería, industria y energía;5362;
2017;Zonas Estadísticas;09;Sudoeste Comunidad;Minería, industria y energía;4092;
2017;Zonas Estadísticas;04;Sur Metropolitano;Minería, industria y energía;46787;
2018;Comunidad de Madrid;;Comunidad de Madrid;Minería, industria y energía;205759;
2018;Municipios;0014;Acebeda (La);Minería, industria y energía;4;
2018;Municipios;0029;Ajalvir;Minería, industria y energía;195;
2018;Municipios;0035;Alameda del Valle;Minería, industria y energía;3;
2018;Municipios;0040;Álamo (El);Minería, industria y energía;247;
2018;Municipios;0053;Alcalá de Henares;Minería, industria y energía;8934;
2018;Municipios;0066;Alcobendas;Minería, industria y energía;3196;
2018;Municipios;0072;Alcorcón;Minería, industria y energía;4639;
2018;Municipios;0088;Aldea del Fresno;Minería, industria y energía;55;
2018;Municipios;0091;Algete;Minería, industria y energía;840;
2018;Municipios;0105;Alpedrete;Minería, industria y energía;266;
2018;Municipios;0112;Ambite;Minería, industria y energía;18;
2018;Municipios;0127;Anchuelo;Minería, industria y energía;53;
2018;Municipios;0133;Aranjuez;Minería, industria y energía;2235;
2018;Municipios;0148;Arganda del Rey;Minería, industria y energía;4283;
2018;Municipios;0151;Arroyomolinos;Minería, industria y energía;717;
2018;Municipios;0164;Atazar (El);Minería, industria y energía;8;
2018;Municipios;0170;Batres;Minería, industria y energía;50;
2018;Municipios;0186;Becerril de la Sierra;Minería, industria y energía;102;
2018;Municipios;0199;Belmonte de Tajo;Minería, industria y energía;140;
2018;Municipios;0210;Berrueco (El);Minería, industria y energía;8;
2018;Municipios;0203;Berzosa del Lozoya;Minería, industria y energía;2;
2018;Municipios;0225;Boadilla del Monte;Minería, industria y energía;971;
2018;Municipios;0231;Boalo (El);Minería, industria y energía;159;
2018;Municipios;0246;Braojos;Minería, industria y energía;6;
2018;Municipios;0259;Brea de Tajo;Minería, industria y energía;12;
2018;Municipios;0262;Brunete;Minería, industria y energía;209;
2018;Municipios;0278;Buitrago del Lozoya;Minería, industria y energía;60;
2018;Municipios;0284;Bustarviejo;Minería, industria y energía;54;
2018;Municipios;0297;Cabanillas de la Sierra;Minería, industria y energía;11;
2018;Municipios;0301;Cabrera (La);Minería, industria y energía;68;
2018;Municipios;0318;Cadalso de los Vidrios;Minería, industria y energía;66;
2018;Municipios;0323;Camarma de Esteruelas;Minería, industria y energía;359;
2018;Municipios;0339;Campo Real;Minería, industria y energía;467;
2018;Municipios;0344;Canencia;Minería, industria y energía;7;
2018;Municipios;0357;Carabaña;Minería, industria y energía;73;
2018;Municipios;0360;Casarrubuelos;Minería, industria y energía;143;
2018;Municipios;0376;Cenicientos;Minería, industria y energía;42;
2018;Municipios;0382;Cercedilla;Minería, industria y energía;84;
2018;Municipios;0395;Cervera de Buitrago;Minería, industria y energía;0;
2018;Municipios;0513;Chapinería;Minería, industria y energía;69;
2018;Municipios;0528;Chinchón;Minería, industria y energía;159;
2018;Municipios;0409;Ciempozuelos;Minería, industria y energía;724;
2018;Municipios;0416;Cobeña;Minería, industria y energía;240;
2018;Municipios;0468;Collado Mediano;Minería, industria y energía;109;
2018;Municipios;0474;Collado Villalba;Minería, industria y energía;1207;
2018;Municipios;0437;Colmenar de Oreja;Minería, industria y energía;364;
2018;Municipios;0421;Colmenar del Arroyo;Minería, industria y energía;39;
2018;Municipios;0455;Colmenar Viejo;Minería, industria y energía;1662;
2018;Municipios;0442;Colmenarejo;Minería, industria y energía;136;
2018;Municipios;0480;Corpa;Minería, industria y energía;39;
2018;Municipios;0493;Coslada;Minería, industria y energía;3217;
2018;Municipios;0506;Cubas de la Sagra;Minería, industria y energía;232;
2018;Municipios;0534;Daganzo de Arriba;Minería, industria y energía;443;
2018;Municipios;0549;Escorial (El);Minería, industria y energía;236;
2018;Municipios;0552;Estremera;Minería, industria y energía;25;
2018;Municipios;0565;Fresnedillas de la Oliva;Minería, industria y energía;27;
2018;Municipios;0571;Fresno de Torote;Minería, industria y energía;79;
2018;Municipios;0587;Fuenlabrada;Minería, industria y energía;8771;
2018;Municipios;0590;Fuente el Saz de Jarama;Minería, industria y energía;267;
2018;Municipios;0604;Fuentidueña de Tajo;Minería, industria y energía;100;
2018;Municipios;0611;Galapagar;Minería, industria y energía;501;
2018;Municipios;0626;Garganta de los Montes;Minería, industria y energía;12;
2018;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Minería, industria y energía;3;
2018;Municipios;0647;Gascones;Minería, industria y energía;6;
2018;Municipios;0650;Getafe;Minería, industria y energía;7340;
2018;Municipios;0663;Griñón;Minería, industria y energía;460;
2018;Municipios;0679;Guadalix de la Sierra;Minería, industria y energía;166;
2018;Municipios;0685;Guadarrama;Minería, industria y energía;237;
2018;Municipios;0698;Hiruela (La);Minería, industria y energía;0;
2018;Municipios;0702;Horcajo de la Sierra-Aoslos;Minería, industria y energía;1;
2018;Municipios;0719;Horcajuelo de la Sierra;Minería, industria y energía;0;
2018;Municipios;0724;Hoyo de Manzanares;Minería, industria y energía;108;
2018;Municipios;0730;Humanes de Madrid;Minería, industria y energía;969;
2018;Municipios;0745;Leganés;Minería, industria y energía;5993;
2018;Municipios;0758;Loeches;Minería, industria y energía;559;
2018;Municipios;0761;Lozoya;Minería, industria y energía;17;
2018;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Minería, industria y energía;16;
2018;Municipios;0783;Madarcos;Minería, industria y energía;2;
2018;Municipios;0796;Madrid;Minería, industria y energía;65489;
2018;Municipios;0800;Majadahonda;Minería, industria y energía;1251;
2018;Municipios;0822;Manzanares el Real;Minería, industria y energía;177;
2018;Municipios;0838;Meco;Minería, industria y energía;606;
2018;Municipios;0843;Mejorada del Campo;Minería, industria y energía;1327;
2018;Municipios;0856;Miraflores de la Sierra;Minería, industria y energía;129;
2018;Municipios;0869;Molar (El);Minería, industria y energía;301;
2018;Municipios;0875;Molinos (Los);Minería, industria y energía;56;
2018;Municipios;0881;Montejo de la Sierra;Minería, industria y energía;3;
2018;Municipios;0894;Moraleja de Enmedio;Minería, industria y energía;300;
2018;Municipios;0908;Moralzarzal;Minería, industria y energía;213;
2018;Municipios;0915;Morata de Tajuña;Minería, industria y energía;430;
2018;Municipios;0920;Móstoles;Minería, industria y energía;6402;
2018;Municipios;0936;Navacerrada;Minería, industria y energía;38;
2018;Municipios;0941;Navalafuente;Minería, industria y energía;20;
2018;Municipios;0954;Navalagamella;Minería, industria y energía;36;
2018;Municipios;0967;Navalcarnero;Minería, industria y energía;752;
2018;Municipios;0973;Navarredonda y San Mamés;Minería, industria y energía;2;
2018;Municipios;0992;Navas del Rey;Minería, industria y energía;82;
2018;Municipios;1006;Nuevo Baztán;Minería, industria y energía;214;
2018;Municipios;1013;Olmeda de las Fuentes;Minería, industria y energía;6;
2018;Municipios;1028;Orusco de Tajuña;Minería, industria y energía;58;
2018;Municipios;1049;Paracuellos de Jarama;Minería, industria y energía;721;
2018;Municipios;1065;Parla;Minería, industria y energía;4597;
2018;Municipios;1071;Patones;Minería, industria y energía;22;
2018;Municipios;1087;Pedrezuela;Minería, industria y energía;142;
2018;Municipios;1090;Pelayos de la Presa;Minería, industria y energía;35;
2018;Municipios;1104;Perales de Tajuña;Minería, industria y energía;136;
2018;Municipios;1111;Pezuela de las Torres;Minería, industria y energía;30;
2018;Municipios;1126;Pinilla del Valle;Minería, industria y energía;8;
2018;Municipios;1132;Pinto;Minería, industria y energía;2656;
2018;Municipios;1147;Piñuécar-Gandullas;Minería, industria y energía;9;
2018;Municipios;1150;Pozuelo de Alarcón;Minería, industria y energía;1701;
2018;Municipios;1163;Pozuelo del Rey;Minería, industria y energía;57;
2018;Municipios;1179;Prádena del Rincón;Minería, industria y energía;2;
2018;Municipios;1185;Puebla de la Sierra;Minería, industria y energía;1;
2018;Municipios;9020;Puentes Viejas;Minería, industria y energía;14;
2018;Municipios;1198;Quijorna;Minería, industria y energía;60;
2018;Municipios;1202;Rascafría;Minería, industria y energía;39;
2018;Municipios;1219;Redueña;Minería, industria y energía;10;
2018;Municipios;1224;Ribatejada;Minería, industria y energía;20;
2018;Municipios;1230;Rivas-Vaciamadrid;Minería, industria y energía;2438;
2018;Municipios;1245;Robledillo de la Jara;Minería, industria y energía;1;
2018;Municipios;1258;Robledo de Chavela;Minería, industria y energía;59;
2018;Municipios;1261;Robregordo;Minería, industria y energía;0;
2018;Municipios;1277;Rozas de Madrid (Las);Minería, industria y energía;1664;
2018;Municipios;1283;Rozas de Puerto Real;Minería, industria y energía;6;
2018;Municipios;1296;San Agustín del Guadalix;Minería, industria y energía;389;
2018;Municipios;1300;San Fernando de Henares;Minería, industria y energía;1766;
2018;Municipios;1317;San Lorenzo de El Escorial;Minería, industria y energía;265;
2018;Municipios;1322;San Martín de la Vega;Minería, industria y energía;700;
2018;Municipios;1338;San Martín de Valdeiglesias;Minería, industria y energía;147;
2018;Municipios;1343;San Sebastián de los Reyes;Minería, industria y energía;2628;
2018;Municipios;1356;Santa María de la Alameda;Minería, industria y energía;19;
2018;Municipios;1369;Santorcaz;Minería, industria y energía;22;
2018;Municipios;1375;Santos de la Humosa (Los);Minería, industria y energía;111;
2018;Municipios;1381;Serna del Monte (La);Minería, industria y energía;2;
2018;Municipios;1408;Serranillos del Valle;Minería, industria y energía;168;
2018;Municipios;1415;Sevilla la Nueva;Minería, industria y energía;226;
2018;Municipios;9999;Sin municipio asignado;Minería, industria y energía;25944;
2018;Municipios;1436;Somosierra;Minería, industria y energía;1;
2018;Municipios;1441;Soto del Real;Minería, industria y energía;207;
2018;Municipios;1454;Talamanca de Jarama;Minería, industria y energía;135;
2018;Municipios;1467;Tielmes;Minería, industria y energía;215;
2018;Municipios;1473;Titulcia;Minería, industria y energía;52;
2018;Municipios;1489;Torrejón de Ardoz;Minería, industria y energía;7025;
2018;Municipios;1492;Torrejón de la Calzada;Minería, industria y energía;356;
2018;Municipios;1505;Torrejón de Velasco;Minería, industria y energía;180;
2018;Municipios;1512;Torrelaguna;Minería, industria y energía;242;
2018;Municipios;1527;Torrelodones;Minería, industria y energía;328;
2018;Municipios;1533;Torremocha de Jarama;Minería, industria y energía;19;
2018;Municipios;1548;Torres de la Alameda;Minería, industria y energía;588;
2018;Municipios;9036;Tres Cantos;Minería, industria y energía;1213;
2018;Municipios;1551;Valdaracete;Minería, industria y energía;45;
2018;Municipios;1564;Valdeavero;Minería, industria y energía;51;
2018;Municipios;1570;Valdelaguna;Minería, industria y energía;37;
2018;Municipios;1586;Valdemanco;Minería, industria y energía;27;
2018;Municipios;1599;Valdemaqueda;Minería, industria y energía;12;
2018;Municipios;1603;Valdemorillo;Minería, industria y energía;232;
2018;Municipios;1610;Valdemoro;Minería, industria y energía;2367;
2018;Municipios;1625;Valdeolmos-Alalpardo;Minería, industria y energía;128;
2018;Municipios;1631;Valdepiélagos;Minería, industria y energía;30;
2018;Municipios;1646;Valdetorres de Jarama;Minería, industria y energía;154;
2018;Municipios;1659;Valdilecha;Minería, industria y energía;173;
2018;Municipios;1662;Valverde de Alcalá;Minería, industria y energía;30;
2018;Municipios;1678;Velilla de San Antonio;Minería, industria y energía;688;
2018;Municipios;1684;Vellón (El);Minería, industria y energía;87;
2018;Municipios;1697;Venturada;Minería, industria y energía;43;
2018;Municipios;1718;Villa del Prado;Minería, industria y energía;115;
2018;Municipios;1701;Villaconejos;Minería, industria y energía;133;
2018;Municipios;1723;Villalbilla;Minería, industria y energía;537;
2018;Municipios;1739;Villamanrique de Tajo;Minería, industria y energía;35;
2018;Municipios;1744;Villamanta;Minería, industria y energía;64;
2018;Municipios;1757;Villamantilla;Minería, industria y energía;40;
2018;Municipios;1760;Villanueva de la Cañada;Minería, industria y energía;282;
2018;Municipios;1782;Villanueva de Perales;Minería, industria y energía;26;
2018;Municipios;1776;Villanueva del Pardillo;Minería, industria y energía;285;
2018;Municipios;1795;Villar del Olmo;Minería, industria y energía;97;
2018;Municipios;1809;Villarejo de Salvanés;Minería, industria y energía;666;
2018;Municipios;1816;Villaviciosa de Odón;Minería, industria y energía;742;
2018;Municipios;1821;Villavieja del Lozoya;Minería, industria y energía;8;
2018;Municipios;1837;Zarzalejo;Minería, industria y energía;36;
2018;Zonas Estadísticas;03;Este Metropolitano;Minería, industria y energía;30594;
2018;Zonas Estadísticas;01;Municipio de Madrid;Minería, industria y energía;65489;
2018;Zonas Estadísticas;07;Nordeste Comunidad;Minería, industria y energía;2573;
