Año;Tipo territorio;Código territorio;Territorio;Rama de actividad;Valor;Estado dato
2016;Municipios;1090;Pelayos de la Presa;Servicios de distribución y hostelería;204;
2016;Municipios;1104;Perales de Tajuña;Servicios de distribución y hostelería;308;
2016;Municipios;1111;Pezuela de las Torres;Servicios de distribución y hostelería;97;
2016;Municipios;1126;Pinilla del Valle;Servicios de distribución y hostelería;10;
2016;Municipios;1132;Pinto;Servicios de distribución y hostelería;6099;
2016;Municipios;1147;Piñuécar-Gandullas;Servicios de distribución y hostelería;9;
2016;Municipios;1150;Pozuelo de Alarcón;Servicios de distribución y hostelería;6882;
2016;Municipios;1163;Pozuelo del Rey;Servicios de distribución y hostelería;128;
2016;Municipios;1179;Prádena del Rincón;Servicios de distribución y hostelería;12;
2016;Municipios;1185;Puebla de la Sierra;Servicios de distribución y hostelería;4;
2016;Municipios;9020;Puentes Viejas;Servicios de distribución y hostelería;49;
2016;Municipios;1198;Quijorna;Servicios de distribución y hostelería;328;
2016;Municipios;1202;Rascafría;Servicios de distribución y hostelería;191;
2016;Municipios;1219;Redueña;Servicios de distribución y hostelería;29;
2016;Municipios;1224;Ribatejada;Servicios de distribución y hostelería;55;
2016;Municipios;1230;Rivas-Vaciamadrid;Servicios de distribución y hostelería;9727;
2016;Municipios;1245;Robledillo de la Jara;Servicios de distribución y hostelería;3;
2016;Municipios;1258;Robledo de Chavela;Servicios de distribución y hostelería;302;
2016;Municipios;1261;Robregordo;Servicios de distribución y hostelería;7;
2016;Municipios;1277;Rozas de Madrid (Las);Servicios de distribución y hostelería;8527;
2016;Municipios;1283;Rozas de Puerto Real;Servicios de distribución y hostelería;21;
2016;Municipios;1296;San Agustín del Guadalix;Servicios de distribución y hostelería;1500;
2016;Municipios;1300;San Fernando de Henares;Servicios de distribución y hostelería;6535;
2016;Municipios;1317;San Lorenzo de El Escorial;Servicios de distribución y hostelería;1823;
2016;Municipios;1322;San Martín de la Vega;Servicios de distribución y hostelería;2198;
2016;Municipios;1338;San Martín de Valdeiglesias;Servicios de distribución y hostelería;643;
2016;Municipios;1343;San Sebastián de los Reyes;Servicios de distribución y hostelería;11605;
2016;Municipios;1356;Santa María de la Alameda;Servicios de distribución y hostelería;92;
2016;Municipios;1369;Santorcaz;Servicios de distribución y hostelería;76;
2016;Municipios;1375;Santos de la Humosa (Los);Servicios de distribución y hostelería;239;
2016;Municipios;1381;Serna del Monte (La);Servicios de distribución y hostelería;18;
2016;Municipios;1408;Serranillos del Valle;Servicios de distribución y hostelería;513;
2016;Municipios;1415;Sevilla la Nueva;Servicios de distribución y hostelería;964;
2016;Municipios;9999;Sin municipio asignado;Servicios de distribución y hostelería;86082;
2016;Municipios;1436;Somosierra;Servicios de distribución y hostelería;8;
2016;Municipios;1441;Soto del Real;Servicios de distribución y hostelería;756;
2016;Municipios;1454;Talamanca de Jarama;Servicios de distribución y hostelería;351;
2016;Municipios;1467;Tielmes;Servicios de distribución y hostelería;267;
2016;Municipios;1473;Titulcia;Servicios de distribución y hostelería;149;
2016;Municipios;1489;Torrejón de Ardoz;Servicios de distribución y hostelería;16993;
2016;Municipios;1492;Torrejón de la Calzada;Servicios de distribución y hostelería;1070;
2016;Municipios;1505;Torrejón de Velasco;Servicios de distribución y hostelería;500;
2016;Municipios;1512;Torrelaguna;Servicios de distribución y hostelería;441;
2016;Municipios;1527;Torrelodones;Servicios de distribución y hostelería;1847;
2016;Municipios;1533;Torremocha de Jarama;Servicios de distribución y hostelería;47;
2016;Municipios;1548;Torres de la Alameda;Servicios de distribución y hostelería;983;
2016;Municipios;9036;Tres Cantos;Servicios de distribución y hostelería;3670;
2016;Municipios;1551;Valdaracete;Servicios de distribución y hostelería;36;
2016;Municipios;1564;Valdeavero;Servicios de distribución y hostelería;135;
2016;Municipios;1570;Valdelaguna;Servicios de distribución y hostelería;69;
2016;Municipios;1586;Valdemanco;Servicios de distribución y hostelería;74;
2016;Municipios;1599;Valdemaqueda;Servicios de distribución y hostelería;56;
2016;Municipios;1603;Valdemorillo;Servicios de distribución y hostelería;1247;
2016;Municipios;1610;Valdemoro;Servicios de distribución y hostelería;8212;
2016;Municipios;1625;Valdeolmos-Alalpardo;Servicios de distribución y hostelería;377;
2016;Municipios;1631;Valdepiélagos;Servicios de distribución y hostelería;51;
2016;Municipios;1646;Valdetorres de Jarama;Servicios de distribución y hostelería;445;
2016;Municipios;1659;Valdilecha;Servicios de distribución y hostelería;337;
2016;Municipios;1662;Valverde de Alcalá;Servicios de distribución y hostelería;39;
2016;Municipios;1678;Velilla de San Antonio;Servicios de distribución y hostelería;1721;
2016;Municipios;1684;Vellón (El);Servicios de distribución y hostelería;178;
2016;Municipios;1697;Venturada;Servicios de distribución y hostelería;149;
2016;Municipios;1718;Villa del Prado;Servicios de distribución y hostelería;534;
2016;Municipios;1701;Villaconejos;Servicios de distribución y hostelería;429;
2016;Municipios;1723;Villalbilla;Servicios de distribución y hostelería;1420;
2016;Municipios;1739;Villamanrique de Tajo;Servicios de distribución y hostelería;68;
2016;Municipios;1744;Villamanta;Servicios de distribución y hostelería;195;
2016;Municipios;1757;Villamantilla;Servicios de distribución y hostelería;115;
2016;Municipios;1760;Villanueva de la Cañada;Servicios de distribución y hostelería;1734;
2016;Municipios;1782;Villanueva de Perales;Servicios de distribución y hostelería;177;
2016;Municipios;1776;Villanueva del Pardillo;Servicios de distribución y hostelería;1792;
2016;Municipios;1795;Villar del Olmo;Servicios de distribución y hostelería;282;
2016;Municipios;1809;Villarejo de Salvanés;Servicios de distribución y hostelería;723;
2016;Municipios;1816;Villaviciosa de Odón;Servicios de distribución y hostelería;2958;
2016;Municipios;1821;Villavieja del Lozoya;Servicios de distribución y hostelería;19;
2016;Municipios;1837;Zarzalejo;Servicios de distribución y hostelería;127;
2016;Zonas Estadísticas;03;Este Metropolitano;Servicios de distribución y hostelería;83274;
2016;Zonas Estadísticas;01;Municipio de Madrid;Servicios de distribución y hostelería;348974;
2016;Zonas Estadísticas;07;Nordeste Comunidad;Servicios de distribución y hostelería;6828;
2016;Zonas Estadísticas;02;Norte Metropolitano;Servicios de distribución y hostelería;39970;
2016;Zonas Estadísticas;05;Oeste Metropolitano;Servicios de distribución y hostelería;46079;
2016;Zonas Estadísticas;11;Sierra Central;Servicios de distribución y hostelería;17055;
2016;Zonas Estadísticas;06;Sierra Norte;Servicios de distribución y hostelería;3919;
2016;Zonas Estadísticas;10;Sierra Sur;Servicios de distribución y hostelería;2660;
2016;Zonas Estadísticas;99;Sin Zona asignada;Servicios de distribución y hostelería;86082;
2016;Zonas Estadísticas;08;Sudeste Comunidad;Servicios de distribución y hostelería;11448;
2016;Zonas Estadísticas;09;Sudoeste Comunidad;Servicios de distribución y hostelería;14061;
2016;Zonas Estadísticas;04;Sur Metropolitano;Servicios de distribución y hostelería;165447;
2017;Comunidad de Madrid;;Comunidad de Madrid;Servicios de distribución y hostelería;849439;
2017;Municipios;0014;Acebeda (La);Servicios de distribución y hostelería;12;
2017;Municipios;0029;Ajalvir;Servicios de distribución y hostelería;526;
2017;Municipios;0035;Alameda del Valle;Servicios de distribución y hostelería;27;
2017;Municipios;0040;Álamo (El);Servicios de distribución y hostelería;951;
2017;Municipios;0053;Alcalá de Henares;Servicios de distribución y hostelería;22771;
2017;Municipios;0066;Alcobendas;Servicios de distribución y hostelería;14619;
2017;Municipios;0072;Alcorcón;Servicios de distribución y hostelería;20858;
2017;Municipios;0088;Aldea del Fresno;Servicios de distribución y hostelería;211;
2017;Municipios;0091;Algete;Servicios de distribución y hostelería;2732;
2017;Municipios;0105;Alpedrete;Servicios de distribución y hostelería;1501;
2017;Municipios;0112;Ambite;Servicios de distribución y hostelería;37;
2017;Municipios;0127;Anchuelo;Servicios de distribución y hostelería;142;
2017;Municipios;0133;Aranjuez;Servicios de distribución y hostelería;5288;
2017;Municipios;0148;Arganda del Rey;Servicios de distribución y hostelería;6622;
2017;Municipios;0151;Arroyomolinos;Servicios de distribución y hostelería;2982;
2017;Municipios;0164;Atazar (El);Servicios de distribución y hostelería;6;
2017;Municipios;0170;Batres;Servicios de distribución y hostelería;161;
2017;Municipios;0186;Becerril de la Sierra;Servicios de distribución y hostelería;576;
2017;Municipios;0199;Belmonte de Tajo;Servicios de distribución y hostelería;140;
2017;Municipios;0210;Berrueco (El);Servicios de distribución y hostelería;67;
2017;Municipios;0203;Berzosa del Lozoya;Servicios de distribución y hostelería;6;
2017;Municipios;0225;Boadilla del Monte;Servicios de distribución y hostelería;4434;
2017;Municipios;0231;Boalo (El);Servicios de distribución y hostelería;699;
2017;Municipios;0246;Braojos;Servicios de distribución y hostelería;25;
2017;Municipios;0259;Brea de Tajo;Servicios de distribución y hostelería;33;
2017;Municipios;0262;Brunete;Servicios de distribución y hostelería;1158;
2017;Municipios;0278;Buitrago del Lozoya;Servicios de distribución y hostelería;218;
2017;Municipios;0284;Bustarviejo;Servicios de distribución y hostelería;223;
2017;Municipios;0297;Cabanillas de la Sierra;Servicios de distribución y hostelería;80;
2017;Municipios;0301;Cabrera (La);Servicios de distribución y hostelería;349;
2017;Municipios;0318;Cadalso de los Vidrios;Servicios de distribución y hostelería;197;
2017;Municipios;0323;Camarma de Esteruelas;Servicios de distribución y hostelería;818;
2017;Municipios;0339;Campo Real;Servicios de distribución y hostelería;806;
2017;Municipios;0344;Canencia;Servicios de distribución y hostelería;39;
2017;Municipios;0357;Carabaña;Servicios de distribución y hostelería;199;
2017;Municipios;0360;Casarrubuelos;Servicios de distribución y hostelería;435;
2017;Municipios;0376;Cenicientos;Servicios de distribución y hostelería;152;
2017;Municipios;0382;Cercedilla;Servicios de distribución y hostelería;695;
2017;Municipios;0395;Cervera de Buitrago;Servicios de distribución y hostelería;12;
2017;Municipios;0513;Chapinería;Servicios de distribución y hostelería;221;
2017;Municipios;0528;Chinchón;Servicios de distribución y hostelería;686;
2017;Municipios;0409;Ciempozuelos;Servicios de distribución y hostelería;2619;
2017;Municipios;0416;Cobeña;Servicios de distribución y hostelería;837;
2017;Municipios;0468;Collado Mediano;Servicios de distribución y hostelería;615;
2017;Municipios;0474;Collado Villalba;Servicios de distribución y hostelería;8149;
2017;Municipios;0437;Colmenar de Oreja;Servicios de distribución y hostelería;866;
2017;Municipios;0421;Colmenar del Arroyo;Servicios de distribución y hostelería;120;
2017;Municipios;0455;Colmenar Viejo;Servicios de distribución y hostelería;5486;
2017;Municipios;0442;Colmenarejo;Servicios de distribución y hostelería;905;
2017;Municipios;0480;Corpa;Servicios de distribución y hostelería;73;
2017;Municipios;0493;Coslada;Servicios de distribución y hostelería;12773;
2017;Municipios;0506;Cubas de la Sagra;Servicios de distribución y hostelería;615;
2017;Municipios;0534;Daganzo de Arriba;Servicios de distribución y hostelería;1334;
2017;Municipios;0549;Escorial (El);Servicios de distribución y hostelería;1552;
2017;Municipios;0552;Estremera;Servicios de distribución y hostelería;107;
2017;Municipios;0565;Fresnedillas de la Oliva;Servicios de distribución y hostelería;135;
2017;Municipios;0571;Fresno de Torote;Servicios de distribución y hostelería;202;
2017;Municipios;0587;Fuenlabrada;Servicios de distribución y hostelería;29825;
2017;Municipios;0590;Fuente el Saz de Jarama;Servicios de distribución y hostelería;821;
2017;Municipios;0604;Fuentidueña de Tajo;Servicios de distribución y hostelería;181;
2017;Municipios;0611;Galapagar;Servicios de distribución y hostelería;3547;
2017;Municipios;0626;Garganta de los Montes;Servicios de distribución y hostelería;39;
2017;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Servicios de distribución y hostelería;31;
2017;Municipios;0647;Gascones;Servicios de distribución y hostelería;25;
2017;Municipios;0650;Getafe;Servicios de distribución y hostelería;20974;
2017;Municipios;0663;Griñón;Servicios de distribución y hostelería;1216;
2017;Municipios;0679;Guadalix de la Sierra;Servicios de distribución y hostelería;645;
2017;Municipios;0685;Guadarrama;Servicios de distribución y hostelería;1722;
2017;Municipios;0698;Hiruela (La);Servicios de distribución y hostelería;3;
2017;Municipios;0702;Horcajo de la Sierra-Aoslos;Servicios de distribución y hostelería;18;
2017;Municipios;0719;Horcajuelo de la Sierra;Servicios de distribución y hostelería;4;
2017;Municipios;0724;Hoyo de Manzanares;Servicios de distribución y hostelería;769;
2017;Municipios;0730;Humanes de Madrid;Servicios de distribución y hostelería;2564;
2017;Municipios;0745;Leganés;Servicios de distribución y hostelería;24311;
2017;Municipios;0758;Loeches;Servicios de distribución y hostelería;1120;
2017;Municipios;0761;Lozoya;Servicios de distribución y hostelería;49;
2017;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Servicios de distribución y hostelería;130;
2017;Municipios;0783;Madarcos;Servicios de distribución y hostelería;13;
2017;Municipios;0796;Madrid;Servicios de distribución y hostelería;356745;
2017;Municipios;0800;Majadahonda;Servicios de distribución y hostelería;6952;
2017;Municipios;0822;Manzanares el Real;Servicios de distribución y hostelería;800;
2017;Municipios;0838;Meco;Servicios de distribución y hostelería;1490;
2017;Municipios;0843;Mejorada del Campo;Servicios de distribución y hostelería;3680;
2017;Municipios;0856;Miraflores de la Sierra;Servicios de distribución y hostelería;601;
2017;Municipios;0869;Molar (El);Servicios de distribución y hostelería;989;
2017;Municipios;0875;Molinos (Los);Servicios de distribución y hostelería;489;
2017;Municipios;0881;Montejo de la Sierra;Servicios de distribución y hostelería;18;
2017;Municipios;0894;Moraleja de Enmedio;Servicios de distribución y hostelería;673;
2017;Municipios;0908;Moralzarzal;Servicios de distribución y hostelería;1275;
2017;Municipios;0915;Morata de Tajuña;Servicios de distribución y hostelería;834;
2017;Municipios;0920;Móstoles;Servicios de distribución y hostelería;28483;
2017;Municipios;0936;Navacerrada;Servicios de distribución y hostelería;345;
2017;Municipios;0941;Navalafuente;Servicios de distribución y hostelería;122;
2017;Municipios;0954;Navalagamella;Servicios de distribución y hostelería;252;
2017;Municipios;0967;Navalcarnero;Servicios de distribución y hostelería;2896;
2017;Municipios;0973;Navarredonda y San Mamés;Servicios de distribución y hostelería;12;
2017;Municipios;0992;Navas del Rey;Servicios de distribución y hostelería;239;
2017;Municipios;1006;Nuevo Baztán;Servicios de distribución y hostelería;718;
2017;Municipios;1013;Olmeda de las Fuentes;Servicios de distribución y hostelería;29;
2017;Municipios;1028;Orusco de Tajuña;Servicios de distribución y hostelería;94;
2017;Municipios;1049;Paracuellos de Jarama;Servicios de distribución y hostelería;2678;
2017;Municipios;1065;Parla;Servicios de distribución y hostelería;15891;
2017;Municipios;1071;Patones;Servicios de distribución y hostelería;35;
2017;Municipios;1087;Pedrezuela;Servicios de distribución y hostelería;546;
2017;Municipios;1090;Pelayos de la Presa;Servicios de distribución y hostelería;205;
2017;Municipios;1104;Perales de Tajuña;Servicios de distribución y hostelería;332;
2017;Municipios;1111;Pezuela de las Torres;Servicios de distribución y hostelería;96;
2017;Municipios;1126;Pinilla del Valle;Servicios de distribución y hostelería;9;
2017;Municipios;1132;Pinto;Servicios de distribución y hostelería;6229;
2017;Municipios;1147;Piñuécar-Gandullas;Servicios de distribución y hostelería;10;
2017;Municipios;1150;Pozuelo de Alarcón;Servicios de distribución y hostelería;7086;
2017;Municipios;1163;Pozuelo del Rey;Servicios de distribución y hostelería;135;
2017;Municipios;1179;Prádena del Rincón;Servicios de distribución y hostelería;9;
2017;Municipios;1185;Puebla de la Sierra;Servicios de distribución y hostelería;3;
2017;Municipios;9020;Puentes Viejas;Servicios de distribución y hostelería;53;
2017;Municipios;1198;Quijorna;Servicios de distribución y hostelería;337;
2017;Municipios;1202;Rascafría;Servicios de distribución y hostelería;223;
2017;Municipios;1219;Redueña;Servicios de distribución y hostelería;25;
2017;Municipios;1224;Ribatejada;Servicios de distribución y hostelería;69;
2017;Municipios;1230;Rivas-Vaciamadrid;Servicios de distribución y hostelería;10241;
2017;Municipios;1245;Robledillo de la Jara;Servicios de distribución y hostelería;2;
2017;Municipios;1258;Robledo de Chavela;Servicios de distribución y hostelería;320;
2017;Municipios;1261;Robregordo;Servicios de distribución y hostelería;5;
2017;Municipios;1277;Rozas de Madrid (Las);Servicios de distribución y hostelería;8683;
2017;Municipios;1283;Rozas de Puerto Real;Servicios de distribución y hostelería;19;
2017;Municipios;1296;San Agustín del Guadalix;Servicios de distribución y hostelería;1538;
2017;Municipios;1300;San Fernando de Henares;Servicios de distribución y hostelería;6684;
2017;Municipios;1317;San Lorenzo de El Escorial;Servicios de distribución y hostelería;1892;
2017;Municipios;1322;San Martín de la Vega;Servicios de distribución y hostelería;2291;
2017;Municipios;1338;San Martín de Valdeiglesias;Servicios de distribución y hostelería;715;
2017;Municipios;1343;San Sebastián de los Reyes;Servicios de distribución y hostelería;12064;
2017;Municipios;1356;Santa María de la Alameda;Servicios de distribución y hostelería;97;
2017;Municipios;1369;Santorcaz;Servicios de distribución y hostelería;76;
2017;Municipios;1375;Santos de la Humosa (Los);Servicios de distribución y hostelería;235;
2017;Municipios;1381;Serna del Monte (La);Servicios de distribución y hostelería;15;
2017;Municipios;1408;Serranillos del Valle;Servicios de distribución y hostelería;551;
2017;Municipios;1415;Sevilla la Nueva;Servicios de distribución y hostelería;986;
2017;Municipios;9999;Sin municipio asignado;Servicios de distribución y hostelería;92811;
2017;Municipios;1436;Somosierra;Servicios de distribución y hostelería;8;
2017;Municipios;1441;Soto del Real;Servicios de distribución y hostelería;769;
2017;Municipios;1454;Talamanca de Jarama;Servicios de distribución y hostelería;377;
2017;Municipios;1467;Tielmes;Servicios de distribución y hostelería;263;
2017;Municipios;1473;Titulcia;Servicios de distribución y hostelería;150;
2017;Municipios;1489;Torrejón de Ardoz;Servicios de distribución y hostelería;17488;
2017;Municipios;1492;Torrejón de la Calzada;Servicios de distribución y hostelería;1084;
2017;Municipios;1505;Torrejón de Velasco;Servicios de distribución y hostelería;531;
2017;Municipios;1512;Torrelaguna;Servicios de distribución y hostelería;462;
2017;Municipios;1527;Torrelodones;Servicios de distribución y hostelería;1869;
2017;Municipios;1533;Torremocha de Jarama;Servicios de distribución y hostelería;53;
2017;Municipios;1548;Torres de la Alameda;Servicios de distribución y hostelería;1053;
2017;Municipios;9036;Tres Cantos;Servicios de distribución y hostelería;3757;
2017;Municipios;1551;Valdaracete;Servicios de distribución y hostelería;41;
2017;Municipios;1564;Valdeavero;Servicios de distribución y hostelería;136;
2017;Municipios;1570;Valdelaguna;Servicios de distribución y hostelería;69;
2017;Municipios;1586;Valdemanco;Servicios de distribución y hostelería;78;
2017;Municipios;1599;Valdemaqueda;Servicios de distribución y hostelería;54;
2017;Municipios;1603;Valdemorillo;Servicios de distribución y hostelería;1303;
2017;Municipios;1610;Valdemoro;Servicios de distribución y hostelería;8557;
2017;Municipios;1625;Valdeolmos-Alalpardo;Servicios de distribución y hostelería;409;
2017;Municipios;1631;Valdepiélagos;Servicios de distribución y hostelería;60;
2017;Municipios;1646;Valdetorres de Jarama;Servicios de distribución y hostelería;455;
2017;Municipios;1659;Valdilecha;Servicios de distribución y hostelería;357;
2017;Municipios;1662;Valverde de Alcalá;Servicios de distribución y hostelería;35;
2017;Municipios;1678;Velilla de San Antonio;Servicios de distribución y hostelería;1753;
2017;Municipios;1684;Vellón (El);Servicios de distribución y hostelería;180;
2017;Municipios;1697;Venturada;Servicios de distribución y hostelería;156;
2017;Municipios;1718;Villa del Prado;Servicios de distribución y hostelería;554;
2017;Municipios;1701;Villaconejos;Servicios de distribución y hostelería;437;
2017;Municipios;1723;Villalbilla;Servicios de distribución y hostelería;1495;
2017;Municipios;1739;Villamanrique de Tajo;Servicios de distribución y hostelería;79;
2017;Municipios;1744;Villamanta;Servicios de distribución y hostelería;203;
2017;Municipios;1757;Villamantilla;Servicios de distribución y hostelería;113;
2017;Municipios;1760;Villanueva de la Cañada;Servicios de distribución y hostelería;1815;
2017;Municipios;1782;Villanueva de Perales;Servicios de distribución y hostelería;183;
2017;Municipios;1776;Villanueva del Pardillo;Servicios de distribución y hostelería;1827;
2017;Municipios;1795;Villar del Olmo;Servicios de distribución y hostelería;298;
2017;Municipios;1809;Villarejo de Salvanés;Servicios de distribución y hostelería;732;
2017;Municipios;1816;Villaviciosa de Odón;Servicios de distribución y hostelería;3015;
2017;Municipios;1821;Villavieja del Lozoya;Servicios de distribución y hostelería;18;
2017;Municipios;1837;Zarzalejo;Servicios de distribución y hostelería;122;
2017;Zonas Estadísticas;03;Este Metropolitano;Servicios de distribución y hostelería;85216;
2017;Zonas Estadísticas;01;Municipio de Madrid;Servicios de distribución y hostelería;356745;
2017;Zonas Estadísticas;07;Nordeste Comunidad;Servicios de distribución y hostelería;7160;
2017;Zonas Estadísticas;02;Norte Metropolitano;Servicios de distribución y hostelería;41033;
2017;Zonas Estadísticas;05;Oeste Metropolitano;Servicios de distribución y hostelería;47477;
2017;Zonas Estadísticas;11;Sierra Central;Servicios de distribución y hostelería;17566;
2017;Zonas Estadísticas;06;Sierra Norte;Servicios de distribución y hostelería;4063;
2017;Zonas Estadísticas;10;Sierra Sur;Servicios de distribución y hostelería;2848;
2017;Zonas Estadísticas;99;Sin Zona asignada;Servicios de distribución y hostelería;92811;
2017;Zonas Estadísticas;08;Sudeste Comunidad;Servicios de distribución y hostelería;11948;
2017;Zonas Estadísticas;09;Sudoeste Comunidad;Servicios de distribución y hostelería;14682;
2017;Zonas Estadísticas;04;Sur Metropolitano;Servicios de distribución y hostelería;167890;
2018;Comunidad de Madrid;;Comunidad de Madrid;Servicios de distribución y hostelería;879680;
2018;Municipios;0014;Acebeda (La);Servicios de distribución y hostelería;11;
2018;Municipios;0029;Ajalvir;Servicios de distribución y hostelería;541;
2018;Municipios;0035;Alameda del Valle;Servicios de distribución y hostelería;22;
2018;Municipios;0040;Álamo (El);Servicios de distribución y hostelería;998;
2018;Municipios;0053;Alcalá de Henares;Servicios de distribución y hostelería;23484;
2018;Municipios;0066;Alcobendas;Servicios de distribución y hostelería;15025;
2018;Municipios;0072;Alcorcón;Servicios de distribución y hostelería;21292;
2018;Municipios;0088;Aldea del Fresno;Servicios de distribución y hostelería;214;
2018;Municipios;0091;Algete;Servicios de distribución y hostelería;2825;
2018;Municipios;0105;Alpedrete;Servicios de distribución y hostelería;1568;
2018;Municipios;0112;Ambite;Servicios de distribución y hostelería;52;
2018;Municipios;0127;Anchuelo;Servicios de distribución y hostelería;137;
2018;Municipios;0133;Aranjuez;Servicios de distribución y hostelería;5484;
2018;Municipios;0148;Arganda del Rey;Servicios de distribución y hostelería;6858;
2018;Municipios;0151;Arroyomolinos;Servicios de distribución y hostelería;3186;
2018;Municipios;0164;Atazar (El);Servicios de distribución y hostelería;5;
2018;Municipios;0170;Batres;Servicios de distribución y hostelería;164;
2018;Municipios;0186;Becerril de la Sierra;Servicios de distribución y hostelería;619;
2018;Municipios;0199;Belmonte de Tajo;Servicios de distribución y hostelería;142;
2018;Municipios;0210;Berrueco (El);Servicios de distribución y hostelería;68;
2018;Municipios;0203;Berzosa del Lozoya;Servicios de distribución y hostelería;5;
2018;Municipios;0225;Boadilla del Monte;Servicios de distribución y hostelería;4563;
2018;Municipios;0231;Boalo (El);Servicios de distribución y hostelería;735;
2018;Municipios;0246;Braojos;Servicios de distribución y hostelería;24;
2018;Municipios;0259;Brea de Tajo;Servicios de distribución y hostelería;34;
2018;Municipios;0262;Brunete;Servicios de distribución y hostelería;1190;
2018;Municipios;0278;Buitrago del Lozoya;Servicios de distribución y hostelería;237;
2018;Municipios;0284;Bustarviejo;Servicios de distribución y hostelería;230;
2018;Municipios;0297;Cabanillas de la Sierra;Servicios de distribución y hostelería;77;
2018;Municipios;0301;Cabrera (La);Servicios de distribución y hostelería;377;
2018;Municipios;0318;Cadalso de los Vidrios;Servicios de distribución y hostelería;200;
2018;Municipios;0323;Camarma de Esteruelas;Servicios de distribución y hostelería;853;
2018;Municipios;0339;Campo Real;Servicios de distribución y hostelería;857;
2018;Municipios;0344;Canencia;Servicios de distribución y hostelería;36;
2018;Municipios;0357;Carabaña;Servicios de distribución y hostelería;213;
2018;Municipios;0360;Casarrubuelos;Servicios de distribución y hostelería;426;
2018;Municipios;0376;Cenicientos;Servicios de distribución y hostelería;154;
2018;Municipios;0382;Cercedilla;Servicios de distribución y hostelería;729;
2018;Municipios;0395;Cervera de Buitrago;Servicios de distribución y hostelería;12;
2018;Municipios;0513;Chapinería;Servicios de distribución y hostelería;208;
2018;Municipios;0528;Chinchón;Servicios de distribución y hostelería;720;
2018;Municipios;0409;Ciempozuelos;Servicios de distribución y hostelería;2756;
2018;Municipios;0416;Cobeña;Servicios de distribución y hostelería;861;
2018;Municipios;0468;Collado Mediano;Servicios de distribución y hostelería;658;
2018;Municipios;0474;Collado Villalba;Servicios de distribución y hostelería;8366;
2018;Municipios;0437;Colmenar de Oreja;Servicios de distribución y hostelería;904;
2018;Municipios;0421;Colmenar del Arroyo;Servicios de distribución y hostelería;126;
2018;Municipios;0455;Colmenar Viejo;Servicios de distribución y hostelería;5728;
2018;Municipios;0442;Colmenarejo;Servicios de distribución y hostelería;954;
2018;Municipios;0480;Corpa;Servicios de distribución y hostelería;60;
2018;Municipios;0493;Coslada;Servicios de distribución y hostelería;12817;
2018;Municipios;0506;Cubas de la Sagra;Servicios de distribución y hostelería;643;
2018;Municipios;0534;Daganzo de Arriba;Servicios de distribución y hostelería;1370;
2018;Municipios;0549;Escorial (El);Servicios de distribución y hostelería;1592;
2018;Municipios;0552;Estremera;Servicios de distribución y hostelería;107;
2018;Municipios;0565;Fresnedillas de la Oliva;Servicios de distribución y hostelería;148;
2018;Municipios;0571;Fresno de Torote;Servicios de distribución y hostelería;215;
2018;Municipios;0587;Fuenlabrada;Servicios de distribución y hostelería;30367;
2018;Municipios;0590;Fuente el Saz de Jarama;Servicios de distribución y hostelería;846;
2018;Municipios;0604;Fuentidueña de Tajo;Servicios de distribución y hostelería;192;
2018;Municipios;0611;Galapagar;Servicios de distribución y hostelería;3695;
2018;Municipios;0626;Garganta de los Montes;Servicios de distribución y hostelería;44;
2018;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Servicios de distribución y hostelería;28;
2018;Municipios;0647;Gascones;Servicios de distribución y hostelería;25;
2018;Municipios;0650;Getafe;Servicios de distribución y hostelería;21588;
2018;Municipios;0663;Griñón;Servicios de distribución y hostelería;1265;
2018;Municipios;0679;Guadalix de la Sierra;Servicios de distribución y hostelería;672;
2018;Municipios;0685;Guadarrama;Servicios de distribución y hostelería;1825;
2018;Municipios;0698;Hiruela (La);Servicios de distribución y hostelería;2;
2018;Municipios;0702;Horcajo de la Sierra-Aoslos;Servicios de distribución y hostelería;13;
2018;Municipios;0719;Horcajuelo de la Sierra;Servicios de distribución y hostelería;5;
2018;Municipios;0724;Hoyo de Manzanares;Servicios de distribución y hostelería;812;
2018;Municipios;0730;Humanes de Madrid;Servicios de distribución y hostelería;2628;
2018;Municipios;0745;Leganés;Servicios de distribución y hostelería;24824;
2018;Municipios;0758;Loeches;Servicios de distribución y hostelería;1201;
2018;Municipios;0761;Lozoya;Servicios de distribución y hostelería;54;
2018;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Servicios de distribución y hostelería;133;
2018;Municipios;0783;Madarcos;Servicios de distribución y hostelería;11;
2018;Municipios;0796;Madrid;Servicios de distribución y hostelería;368627;
2018;Municipios;0800;Majadahonda;Servicios de distribución y hostelería;7084;
2018;Municipios;0822;Manzanares el Real;Servicios de distribución y hostelería;845;
2018;Municipios;0838;Meco;Servicios de distribución y hostelería;1559;
2018;Municipios;0843;Mejorada del Campo;Servicios de distribución y hostelería;3734;
2018;Municipios;0856;Miraflores de la Sierra;Servicios de distribución y hostelería;651;
2018;Municipios;0869;Molar (El);Servicios de distribución y hostelería;1040;
2018;Municipios;0875;Molinos (Los);Servicios de distribución y hostelería;506;
