cod_municipio,municipio,latitud,longitud,altitud,sanidad,educacion,transporte_conectividad,economia_empleo,bienestar,ocio_cultura,overall_index
1454,Talamanca de Jarama,40.74688,-3.513244,655.0905,0.5940305637698909,0.7693369030350836,0.6603627769856659,0.23684217805317392,0.6487359982924238,0.8530882405183902,0.6270661101091047
1467,Tielmes,40.24457,-3.314466,580.7983,0.5073461185711176,0.28961029947469386,0.6615100605789599,0.20296534177465403,0.3244911473735812,0.516022699719668,0.41699094458211244
1473,Titulcia,40.13673,-3.570501,514.1019,0.5774517585762727,0.7650045762811547,0.7754072475911951,0.1859242109870326,0.6003654510017072,0.6020134124561805,0.5843611094822571
1492,Torrejón de la Calzada,40.20154,-3.798929,632.9291,0.8863373449499179,0.854372669844319,0.8370246441498954,0.30291206219822187,0.9581450698350967,0.5093157484127666,0.7246845898983696
1505,Torrejón de Velasco,40.18713,-3.778751,609.1476,0.8827219634950759,0.8401407334822115,0.8403233957999335,0.24649164097425266,0.9582943937382497,0.6615942564801729,0.7382610639949827
1512,Torrelaguna,40.82785,-3.538488,742.3256,0.542702679259387,0.6403077221856095,0.4902156857564087,0.24683055315397798,0.48275027691146416,0.8304648957098868,0.5388786354961224
1527,Torrelodones,40.57628,-3.929452,847.145,0.8858768808369707,0.8935229005474646,0.8297884002667558,0.5020038474774353,0.9938186758902642,0.7834023752378335,0.8147355133761206
1533,Torremocha de Jarama,40.83705,-3.494407,705.3375,0.45815077329060894,0.5947760075900107,0.47177131882738654,0.19647929557514035,0.40464945707957817,0.6102228842902223,0.4560082894421578
1548,Torres de la Alameda,40.40473,-3.360132,668.0449,0.6737517444267469,0.7964059549834686,0.8169885949879795,0.27703034433283086,0.9759593435461874,0.5459615696891686,0.6810162586610637
1551,Valdaracete,40.21115,-3.194556,737.9929,0.08550646149996337,0.28918882456764705,0.4735112996233408,0.17411559303470853,0.0,0.25593138648772873,0.21304226086889808
1564,Valdeavero,40.63099,-3.332983,713.679,0.7474217071442294,0.7500807905810011,0.6498152071156844,0.19565397591827074,0.6024713120041841,0.5304186060916136,0.5793102664758306
1570,Valdelaguna,40.16192,-3.367249,710.8623,0.5260335693627294,0.63215098276006,0.639456677310858,0.17888795335613789,0.6343712562212376,0.5422438869341735,0.5255240543241994
1586,Valdemanco,40.87252,-3.662956,1133.363,0.5420386708285478,0.5033199407913103,0.43779440475840165,0.20117461060351124,0.4002503376259949,0.5220669110460674,0.4344408126089722
1599,Valdemaqueda,40.51147,-4.295926,864.9176,0.46372114729220043,0.31806291565838285,0.2038458624086773,0.17120915327421116,0.3719020174795849,0.5378893360407482,0.34443840535896747
1603,Valdemorillo,40.50208,-4.065841,820.9337,0.4575862672785217,0.6426176633298779,0.6422065058250193,0.35156454284577937,0.7687878714428361,0.5482343070740162,0.5684995262993419
1625,Valdeolmos-Alalpardo,40.62949,-3.475017,680.2087,0.7431910879168742,0.8653314103779202,0.8841102406388699,0.25034929176085163,0.9929154997315501,0.5260431843725015,0.710323452466428
1631,Valdepiélagos,40.76059,-3.465914,744.8907,0.5773985551297987,0.5427805183480447,0.649085543311957,0.19204629785203248,0.598851564053577,0.5300047614920618,0.5150278733645786
1646,Valdetorres de Jarama,40.69559,-3.514251,651.753,0.6935081722635523,0.6575327001986742,0.6801100682815429,0.2354108441239331,0.6748762344078959,0.5921842225392269,0.5889370403024708
1659,Valdilecha,40.29548,-3.303884,724.2806,0.4187980409336599,0.2199141428032427,0.6184784893055968,0.21506031713563942,0.2869628777832246,0.5380869822763968,0.3828834750396268
1662,Valverde de Alcalá,40.41972,-3.298921,733.9373,0.6560014269179351,0.8173509652748837,0.6765154378297993,0.18885307636673013,0.8613188635714368,0.5572060336602451,0.6262076339368384
1678,Velilla de San Antonio,40.36703,-3.488029,555.8903,0.8862753619213932,0.7987146066011764,0.8972500356941326,0.37602980171696837,0.9683406485483811,0.4962517620791956,0.7371437027602079
1684,Vellón (El),40.76603,-3.582034,894.388,0.564399231817255,0.7646960400527756,0.6531256772004403,0.19726684794030716,0.6856541772812426,0.6162568605452732,0.580233139139549
1697,Venturada,40.79869,-3.622139,883.1885,0.622909471223351,0.8195000188157868,0.46028075274141256,0.2186450278780637,0.6399669233260218,0.6020990312645539,0.5605668708748649
1718,Villa del Prado,40.27678,-4.305642,512.4543,0.4529541351678419,0.3956839264082077,0.41123291279854796,0.2790094486199887,0.30454867541970226,0.6097299090481216,0.40885983457706837
1701,Villaconejos,40.10424,-3.484903,635.7664,0.4272742497123711,0.3207573445284319,0.4629312818187429,0.21987413543492426,0.40830555339144625,0.5601973712553356,0.3998899893568753
1723,Villalbilla,40.43228,-3.298869,744.6702,0.6718896294700517,0.8250667137670475,0.8625125465574373,0.4086019520166282,0.9704999384641191,0.6349748809880759,0.7289242768772266
1739,Villamanrique de Tajo,40.06812,-3.240428,549.4291,0.31866504499440407,0.14383565182508318,0.41517746818005785,0.176753532005668,0.0,0.21679944741897736,0.21187185740403178
1744,Villamanta,40.29961,-4.110051,550.4752,0.47662519603954,0.43006935978104693,0.6629282756378574,0.20456295287580237,0.4300997372222848,0.29956848681099635,0.417309001394588
1757,Villamantilla,40.33805,-4.13056,550.092,0.4053349033882534,0.5022943658947787,0.47319971583873405,0.19271201355964457,0.4648187141828259,0.4722267421651625,0.4184310758382332
1760,Villanueva de la Cañada,40.44681,-4.005355,655.8425,0.8376978666558159,0.9498452708053503,0.6939337075316443,0.4737934033863826,0.9715982574200646,0.6191516095512684,0.7576700192250877
1782,Villanueva de Perales,40.34705,-4.101031,594.7557,0.6053788147655563,0.7988320582302856,0.6329598880922338,0.19396732094226474,0.6181134739996307,0.5449344663182298,0.5656976703913669
1776,Villanueva del Pardillo,40.49063,-3.964322,653.1323,0.8861192381153757,0.8577779516944888,0.8844061628755292,0.43409911560104375,0.9751541440273973,0.504587353387099,0.757023994283489
1795,Villar del Olmo,40.33669,-3.235551,680.3748,0.5235098064228416,0.5184345661237847,0.6096241252273809,0.21827243026691714,0.37107365993636193,0.49236582025016484,0.45554673470457524
1809,Villarejo de Salvanés,40.16873,-3.275975,759.0782,0.5012492417691033,0.4492165173417004,0.6362851000119033,0.27718970299289236,0.38245876233342135,0.707823057838442,0.49237039704791047
1816,Villaviciosa de Odón,40.3571,-3.90059,647.7311,0.8937138352562506,0.9256242366538249,0.8997240915452372,0.5581771742661504,0.956167824565821,0.759485130595011,0.8321487154803825
1821,Villavieja del Lozoya,41.00592,-3.671118,1062.474,0.38800247141815936,0.42599023942837255,0.23205540272271785,0.19604820600946518,0.25848885116529213,0.518033946924812,0.33643651961146986
